title,price,comments,details_urls,shoop
【北屯馆】疆晟缘 奶枣500g 杏仁夹心枣  新疆大红枣灰枣夹巴旦木仁 奶枣新疆直发1000g（含巴旦木),108.00,1000,https://item.m.jd.com/product/10024686443780.html?_fd=jdm&amp;price=108.00&amp;fs=1,中国特产·北屯馆
新疆特产黑杏干酸甜果干原味无添加杏肉吊干杏脯果脯蜜饯孕妇零食 黑杏干500g【特级】,66.00,2,https://item.m.jd.com/product/10040415674225.html?_fd=jdm&amp;price=66.00&amp;fs=1,友茗食品专营店
【奎屯馆】新疆有机树上干杏杏脯杏肉杏包仁 200g/袋 伊杏皇果苑吊死杏干杏肉礼盒 有机杏包仁 200g*2袋装,98.80,100,https://item.m.jd.com/product/56091536080.html?_fd=jdm&amp;price=98.80&amp;fs=1,中国特产·奎屯馆
新疆杏干阿克苏四团吊干杏树上杏干天然吊干杏新疆直发 二级吊干杏500克/包,28.50,7,https://item.m.jd.com/product/70296372239.html?_fd=jdm&amp;price=28.50&amp;fs=1,采瑞园艺专营店
新疆色买提杏 新疆色买提甜杏干500g袋装果肉肥厚休闲零食大杏干 500g喀什甜杏干*2袋,58.00,0,https://item.m.jd.com/product/71569988247.html?_fd=jdm&amp;price=58.00&amp;fs=1,久多食品专营店
【蜜禾】新疆红杏干杏脯500g吊干杏杏肉树上酸杏子零食罐装果脯蜜饯 精品杏干罐装250g,22.80,10000,https://item.m.jd.com/product/10022908618011.html?_fd=jdm&amp;price=22.80&amp;fs=1,蜜禾食品旗舰店
疆憨憨 新疆奶枣巴旦木杏仁夹心奶酪红枣坚果网红解馋小零食休闲食品 125g*2袋,34.90,58,https://item.m.jd.com/product/10035631767137.html?_fd=jdm&amp;price=34.90&amp;fs=1,中国特产·博州馆
木亚格杏干 自然集新疆特产木亚格杏干无核休闲零食果干225g 2包,135.00,0,https://item.m.jd.com/product/10037205007633.html?_fd=jdm&amp;price=135.00&amp;fs=1,嘉瓯聚品旗舰店
【现货速发】小小的我甜杏肉40g/包 新疆特产英吉沙色买提甜杏西肉梅果干果脯营养代餐办公室休闲食品 杏肉礼盒装320g【40g*8包】,81.90,500,https://item.m.jd.com/product/10025550819422.html?_fd=jdm&amp;price=81.90&amp;fs=1,优乐德旗舰店
薛记炒货枣有杏心160g奶枣杏仁夹心奶酪枣网红夹杏新疆大红枣巴旦木仁 枣想奶一口250g（不含巴旦木仁）,19.90,500,https://item.m.jd.com/product/10025041264786.html?_fd=jdm&amp;price=19.90&amp;fs=1,薛记炒货旗舰店
诗梦园 伊犁果丹皮（苹果/杏子/树莓4种口味）儿时怀旧零食 新疆特产老式手工果脯条片 杏子500g,48.00,500,https://item.m.jd.com/product/28618991294.html?_fd=jdm&amp;price=48.00&amp;fs=1,祥如食品专营店
【蜜禾】新疆红杏干杏脯500g吊干杏杏肉树上酸杏子零食罐装果脯蜜饯 精品杏干罐装500g,35.80,10000,https://item.m.jd.com/product/10022155887338.html?_fd=jdm&amp;price=35.80&amp;fs=1,蜜禾食品旗舰店
利吉氏金杏干利金杏干吉氏甜杏果干酸酸甜甜g*6袋装零食 利吉氏金杏干100g*6袋g,113.30,32,https://item.m.jd.com/product/10038145329066.html?_fd=jdm&amp;price=113.30&amp;fs=1,翔京旗舰店
新疆特产四团吊干杏500g 拒绝琉熏树上吊干杏干天然 一级一袋500g,37.90,1000,https://item.m.jd.com/product/69213978208.html?_fd=jdm&amp;price=37.90&amp;fs=1,谛卡洛食品专营店
土耳其杏干杏脯1000g杏肉非新疆杏子甘草吊干杏 250g*4袋,84.85,0,https://item.m.jd.com/product/59997360246.html?_fd=jdm&amp;price=84.85&amp;fs=1,奥兰园艺专营店
新疆特产黑杏干酸甜果干原味无添加杏肉吊干杏脯果脯蜜饯孕妇零食 黑杏干250g【一级】,32.80,42,https://item.m.jd.com/product/10031430779324.html?_fd=jdm&amp;price=32.80&amp;fs=1,聚盛康食品专营店
新疆特产杏干 树上干杏360g吊死干自然风干 360g,19.90,200,https://item.m.jd.com/product/10027068666015.html?_fd=jdm&amp;price=19.90&amp;fs=1,中国特产·新疆兵团馆
新疆特产树上干杏吊干杏 500g/袋 阿克苏吊死杏干办公室休闲零食果干 阿克苏树上吊干杏 一级吊干杏500g*2袋,69.80,57,https://item.m.jd.com/product/10021092054200.html?_fd=jdm&amp;price=69.80&amp;fs=1,中国特产·新疆兵团一二六团馆
古力拜 伊犁果丹皮（苹果/杏子/树莓/西梅）儿时怀旧零食新疆特产老式硬干果脯片独立小包装 杏子380g,48.00,100,https://item.m.jd.com/product/69593562972.html?_fd=jdm&amp;price=48.00&amp;fs=1,祥如食品专营店
土耳其黄杏干特级酸甜杏脯杏干500g新疆特产杏肉干孕妇天然无1 土耳其--黄杏脯 500克,72.00,9,https://item.m.jd.com/product/71504317692.html?_fd=jdm&amp;price=72.00&amp;fs=1,班之宇食品饮料专营店
5折 新疆无花果干连罐500g无花果泡水喝孕妇干果果干特产50g批发零食 【小袋锁鲜】无花果干50g*4袋,21.00,100,https://item.m.jd.com/product/10021898959491.html?_fd=jdm&amp;price=21.00&amp;fs=1,杏寻宣食品专营店
品田佳甘草杏甘草杏肉阿梅肉混装杏干杏肉梅子话梅组合500g杏条杏脯酸话梅蜜饯特产办公室零食 新疆杏干500克（有核）,17.80,200,https://item.m.jd.com/product/10022034749727.html?_fd=jdm&amp;price=17.80&amp;fs=1,锦绣花火食品专营店
沙漠玉珠21新货新疆特产伊犁树上杏干500g吊死干果原味一杏两吃杏仁不加糖零食阿克苏四团杏干酸甜 树上杏干（500克*1袋）,39.80,500,https://item.m.jd.com/product/41401229313.html?_fd=jdm&amp;price=39.80&amp;fs=1,沙漠玉珠旗舰店
新疆杏干伊犁吊死干杏干天然自然风干树上干杏新疆特产 5斤【批发装】,206.00,8,https://item.m.jd.com/product/57007502401.html?_fd=jdm&amp;price=206.00&amp;fs=1,空间之锋园艺专营店
新疆杏干伊犁吊死干杏干天然自然风干树上干杏新疆特产 一斤【实惠装】,54.00,8,https://item.m.jd.com/product/57007489499.html?_fd=jdm&amp;price=54.00&amp;fs=1,空间之锋园艺专营店
新疆小白杏干库车甜杏干树上干杏无添加 【新疆小白杏干】两斤装,96.00,200,https://item.m.jd.com/product/65009851329.html?_fd=jdm&amp;price=96.00&amp;fs=1,晓器猴食品专营店
枣粮先生奶枣巴旦木夹心杏仁网红零食小包装新疆红枣燕麦奶枣 燕麦奶枣125g*2,37.90,40,https://item.m.jd.com/product/10039737272638.html?_fd=jdm&amp;price=37.90&amp;fs=1,枣粮先生旗舰店
无核杏干新疆杏脯吊干树上干杏子肉蜜饯果脯酸甜零食 杏干半斤/250克(1袋),26.00,0,https://item.m.jd.com/product/10036591433485.html?_fd=jdm&amp;price=26.00&amp;fs=1,乐由地方特产专营店
【乌鲁木齐馆】新疆阿克苏吊干杏 吊死干杏子 小红杏 杏干 袋装 蜜饯果干 干果零食 500g*2袋,69.00,100,https://item.m.jd.com/product/10036663318025.html?_fd=jdm&amp;price=69.00&amp;fs=1,中国特产·乌鲁木齐馆
【大悟助农馆】新疆英吉沙杏肉 去核杏干天然无添加糖果脯蜜饯小孩孕妇休闲健康零食小吃果干 80g/袋装 杏肉干,15.90,1,https://item.m.jd.com/product/10040064501121.html?_fd=jdm&amp;price=15.90&amp;fs=1,中国特产·大悟助农馆
新货新疆吊干杏四团树上吊死干杏干特级无添加农家天然阿克苏 大果吊干杏500克/包,79.00,200,https://item.m.jd.com/product/72182142049.html?_fd=jdm&amp;price=79.00&amp;fs=1,倪芳食品专营店
黑杏干天然杏脯无核杏肉干特产新疆吊干杏 无核黑杏干250g(半斤),28.50,0,https://item.m.jd.com/product/10040944821861.html?_fd=jdm&amp;price=28.50&amp;fs=1,钰麟瑞轩饮料专营店
新货新疆吊干杏四团树上吊死干杏干农家天然AA 特级吊干杏500克/包,52.00,58,https://item.m.jd.com/product/71916375668.html?_fd=jdm&amp;price=52.00&amp;fs=1,云之巅食品饮料专营店
新疆杏包仁吊死杏干夹核桃仁西域勇士杏仁包500g非土耳其杏脯杏肉 杏仁包500g袋X2袋装 杏仁包500g袋X1袋装,58.00,1,https://item.m.jd.com/product/10038547322731.html?_fd=jdm&amp;price=58.00&amp;fs=1,嗒啉食品专营店
新疆吊死干杏干500g肉厚核香一杏两吃杏子无添加杏干250g 500g/袋,35.00,5,https://item.m.jd.com/product/10033870627831.html?_fd=jdm&amp;price=35.00&amp;fs=1,喜马拉雅休闲食品专营店
新疆特产伊犁树上干杏天然无自然风干杏两吃的杏干500g1 特级500g,62.00,41,https://item.m.jd.com/product/71743582072.html?_fd=jdm&amp;price=62.00&amp;fs=1,班之宇食品专营店
雪海梅乡红杏干260g杏干零食蜜饯水果干杏果果脯杏脯肉新疆特产 红杏干260g*2包,59.90,2000,https://item.m.jd.com/product/10033583341095.html?_fd=jdm&amp;price=59.90&amp;fs=1,雪海梅乡官方旗舰店
幸福英吉沙杏干 色买提杏脯 蜜饯果干杏肉 杏仁 新疆特产办公休闲小零食多品种营养健康 英吉沙杏肉 果干类 75g,19.90,47,https://item.m.jd.com/product/10029389617699.html?_fd=jdm&amp;price=19.90&amp;fs=1,西域果园地方特产旗舰店
新疆阿克苏四团吊干杏树上杏干可一杏两吃无添加天然500g吊死干原味杏包仁 小杏干500g,35.00,22,https://item.m.jd.com/product/10031100883744.html?_fd=jdm&amp;price=35.00&amp;fs=1,红宇零食专营店
诗梦园 伊犁果丹皮（苹果/杏子/树莓4种口味）儿时怀旧零食 新疆特产老式手工果脯条片 草莓360g,37.00,500,https://item.m.jd.com/product/63441946749.html?_fd=jdm&amp;price=37.00&amp;fs=1,祥如食品专营店
【乌鲁木齐馆】哎呦喂新疆杏干无核大杏干黑杏脯休闲零食200*2袋 水果干零食,48.00,2000,https://item.m.jd.com/product/31048696132.html?_fd=jdm&amp;price=48.00&amp;fs=1,中国特产·乌鲁木齐馆
【自然风干 酸甜口感】品甄 新疆杏干伊犁吊死干杏干无添加天然特级自然风干树上干杏新疆特产 1斤（一级吊干杏）,39.90,200,https://item.m.jd.com/product/10034005415425.html?_fd=jdm&amp;price=39.90&amp;fs=1,御峥生鲜专营店
奶枣杏仁巴旦木夹心无核枣手工制作小包装抖音网红零食炒货 净重1斤（500g）,23.80,500,https://item.m.jd.com/product/10024938870496.html?_fd=jdm&amp;price=23.80&amp;fs=1,中国特产.延吉农特产馆
超特级限量500份 新疆杏干无添加树上干杏2020年新货四团吊干杏 超特级杏干1000克(限量500份),210.70,2,https://item.m.jd.com/product/10035751253841.html?_fd=jdm&amp;price=210.70&amp;fs=1,大伟食品专营店
新疆直邮特大天然黑杏干土耳其杏干树上无核杏脯杏肉500g 【特级黑杏脯】,104.00,2,https://item.m.jd.com/product/10035768302786.html?_fd=jdm&amp;price=104.00&amp;fs=1,旺盛达休闲食品专营店
正宗新疆和田大枣大红枣批发玉骏枣非加工1斤3斤5斤新货 精选和田大枣【4斤装】,33.60,1000,https://item.m.jd.com/product/10032934214013.html?_fd=jdm&amp;price=33.60&amp;fs=1,敏润彩弘食品专营店
【新疆特产】小白杏杏干 轮台县小白杏干酸甜吊死干树上干自然风干杏子 四袋实惠装（500g*4袋）,104.50,100,https://item.m.jd.com/product/46256960192.html?_fd=jdm&amp;price=104.50&amp;fs=1,祥如食品专营店
【巴州馆】新疆特产树上杏干 四团吊干杏 干果蜜饯新货休闲零食果脯 特级吊干杏（500g*1袋）,36.00,88,https://item.m.jd.com/product/10033787804010.html?_fd=jdm&amp;price=36.00&amp;fs=1,中国特产·巴州馆
神恋 新疆英吉沙杏干 天然不加糖风干水果干零食蜜饯果脯特产 80g袋装*3（三袋装总计240g）,39.00,13,https://item.m.jd.com/product/10034191373092.html?_fd=jdm&amp;price=39.00&amp;fs=1,田间口袋食品旗舰店
【无核杏肉】500g新疆伊犁特产自然晒干天然无添加无核大黑杏脯大杏干无核杏脯杏肉黄肉 (大果)实惠500克,110.00,98,https://item.m.jd.com/product/66110006982.html?_fd=jdm&amp;price=110.00&amp;fs=1,闻联食品专营店
杏干土耳其进口500g原味无核无添加红杏干黄杏干黑杏干新疆杏肉杏脯 红杏干 250g*2 共两包,36.90,5000,https://item.m.jd.com/product/45867693912.html?_fd=jdm&amp;price=36.90&amp;fs=1,添霖食品专营店
新疆小白杏干库车甜杏干树上干杏无添加 【特级】小白杏干1斤装,68.00,200,https://item.m.jd.com/product/65009851330.html?_fd=jdm&amp;price=68.00&amp;fs=1,晓器猴食品专营店
新疆伊犁四团吊干杏树上杏干天然500g吊死干原味杏包仁 大杏干500g,38.30,100,https://item.m.jd.com/product/63555226362.html?_fd=jdm&amp;price=38.30&amp;fs=1,美珠食品饮料专营店
正宗新疆和田大枣大红枣批发玉骏枣非加工1斤3斤5斤新货 精选和田大枣【5斤装】,37.90,1000,https://item.m.jd.com/product/10032934214014.html?_fd=jdm&amp;price=37.90&amp;fs=1,敏润彩弘食品专营店
新边界土耳其杏干无添加天然杏脯250g杏肉非新疆杏子甘草吊干杏,18.90,1000,https://item.m.jd.com/product/67044082404.html?_fd=jdm&amp;price=18.90&amp;fs=1,新边界官方旗舰店
星云湖 新疆轮台小白杏干 吊死干树上干自然风干 1kg,79.80,100,https://item.m.jd.com/product/19281086472.html?_fd=jdm&amp;price=79.80&amp;fs=1,蝶本生鲜专营店
宏泰记果脯蜜饯话梅肉陈皮酵素梅新疆玉杏无花果酸Q梅杨梅蓝莓李果组合办公室休闲零食混合果干 混合口味500g,24.80,1000,https://item.m.jd.com/product/32106442559.html?_fd=jdm&amp;price=24.80&amp;fs=1,大眼蛙食品专营店
二杠头奶酪枣夹杏仁奶枣网红抖音炒奶枣炒货巴旦木夹心奶酪新疆红枣零食 奶酪枣【巴旦木夹心款】 500g独立包装,30.00,1,https://item.m.jd.com/product/10040559991687.html?_fd=jdm&amp;price=30.00&amp;fs=1,味悠可口旗舰店
吊干杏干1000g无添加天然新疆特产2021年新货树上干杏脯新疆杏干 新疆杏干500gx2袋,56.80,200,https://item.m.jd.com/product/10027321415102.html?_fd=jdm&amp;price=56.80&amp;fs=1,中国特产·北屯馆
【奎屯馆】新疆特产有机树上干杏吊干杏 伊杏皇果苑吊死杏干办公室休闲零食果干 丑杏500g/袋 1袋装,29.80,200,https://item.m.jd.com/product/10032054933631.html?_fd=jdm&amp;price=29.80&amp;fs=1,中国特产·奎屯馆
甘草杏 甘草杏肉独立小包装阿梅肉杏脯蜜饯杏条新疆杏干 甘草杏肉500克(无核),28.80,21,https://item.m.jd.com/product/10031086177066.html?_fd=jdm&amp;price=28.80&amp;fs=1,瑞景零食专营店
新疆杏干伊犁吊死干杏干无添加天然特级自然风干树上干杏新疆特产 杏干500g袋装,36.00,2,https://item.m.jd.com/product/10039495492025.html?_fd=jdm&amp;price=36.00&amp;fs=1,阿克苏麦巴夫食品专营店
5折 简农古树杏干338g*2袋杏脯果干无核个大肉厚天然香甜新疆果干零食 古树杏干*2袋,150.00,3,https://item.m.jd.com/product/10032702270444.html?_fd=jdm&amp;price=150.00&amp;fs=1,聚友休闲食品专营店
新疆阿克苏吊干杏杏干树上干杏杏仁一杏两吃晾晒500g 新疆杏干3斤,184.00,0,https://item.m.jd.com/product/70781799048.html?_fd=jdm&amp;price=184.00&amp;fs=1,沫娅娜熟食卤味专营店
简农古树杏干120g袋装无核个大果干独立包装新疆天然蜜饯孕妇零食 杏干120g*2包,45.24,19,https://item.m.jd.com/product/10037212733412.html?_fd=jdm&amp;price=45.24&amp;fs=1,娘舅家旗舰店
21年新货新疆树上杏干吊干杏特产500克真空包装原味不加糖原生态兵团四团一杏两吃肉甜糯劲道仁香脆 四团杏干500克*2袋（真空包装）,76.80,37,https://item.m.jd.com/product/10038189326830.html?_fd=jdm&amp;price=76.80&amp;fs=1,沙漠玉珠旗舰店
新疆特产杏干晒原味吊干杏新鲜散装吊干杏 一级吊干杏500克×1包,37.00,4,https://item.m.jd.com/product/71069828155.html?_fd=jdm&amp;price=37.00&amp;fs=1,澳荣联德食品专营店
抹茶味小奶枣杏心奶枣巧克力香芋味奶油夹心枣新疆灰枣巴旦木零食 (抹茶味巴旦木奶枣)520克装,87.60,1,https://item.m.jd.com/product/10040192410644.html?_fd=jdm&amp;price=87.60&amp;fs=1,芭尔咪零食专营店
新疆特产杏干晒原味吊干杏新鲜散装吊干杏 一级吊干杏500克×2包,65.00,4,https://item.m.jd.com/product/71069828158.html?_fd=jdm&amp;price=65.00&amp;fs=1,澳荣联德食品专营店
利吉氏金杏干利金杏干吉氏甜杏果干酸酸甜甜g*6袋装零食 利吉氏金杏干100g*4袋g,82.50,32,https://item.m.jd.com/product/10038145329065.html?_fd=jdm&amp;price=82.50&amp;fs=1,翔京旗舰店
【灯火岛】新疆红杏干蜜饯果干果脯水果干办公室休闲零食小吃特产儿童孕妇健康零食120g 橙色 新疆红杏干120g*7,89.90,36,https://item.m.jd.com/product/10037735719970.html?_fd=jdm&amp;price=89.90&amp;fs=1,灯火岛生鲜旗舰店
正宗新疆和田大枣大红枣批发玉骏枣非加工1斤3斤5斤新货 精选和田大枣【2斤装】,20.60,1000,https://item.m.jd.com/product/10032934214011.html?_fd=jdm&amp;price=20.60&amp;fs=1,敏润彩弘食品专营店
土耳其杏干19年新货特级杏肉干天然晾晒新鲜新疆吊干杏脯 500g 500g-黑杏脯,64.00,0,https://item.m.jd.com/product/70794745882.html?_fd=jdm&amp;price=64.00&amp;fs=1,沫娅娜糕点专营店
宏泰记果脯蜜饯话梅肉陈皮酵素梅新疆玉杏无花果酸Q梅杨梅蓝莓李果组合办公室休闲零食混合果干 无花果500g,24.80,1000,https://item.m.jd.com/product/32106442556.html?_fd=jdm&amp;price=24.80&amp;fs=1,大眼蛙食品专营店
甘草杏 甘草杏肉独立小包装阿梅肉杏脯蜜饯杏条新疆杏干 混合口味500克g,23.80,15,https://item.m.jd.com/product/10038263499132.html?_fd=jdm&amp;price=23.80&amp;fs=1,SKINNENDE营养健康旗舰店
每果时光 新疆杏干500g大片杏脯杏肉儿童孕妇零食休闲小吃蜜饯果干水果脯果蔬水果干 【2斤】精品杏干：250g*4包,49.80,10000,https://item.m.jd.com/product/10032758880056.html?_fd=jdm&amp;price=49.80&amp;fs=1,每果时光旗舰店
西域果园新疆杏包仁杏脯夹果仁大漠马卡龙休闲零食 杏包仁120g*3,36.50,76,https://item.m.jd.com/product/10024039294258.html?_fd=jdm&amp;price=36.50&amp;fs=1,中国特产·新疆农特产馆
新疆特产四团吊干杏500g 拒绝琉熏树上吊干杏干天然 二级5袋,126.80,1000,https://item.m.jd.com/product/69213978211.html?_fd=jdm&amp;price=126.80&amp;fs=1,谛卡洛食品专营店
5折 奶枣 奶枣奶枣500g奶酪枣夹心枣牛奶红枣夹杏仁新疆 【含巴旦木仁】奶枣500g*2包,147.00,1,https://item.m.jd.com/product/10029934620429.html?_fd=jdm&amp;price=147.00&amp;fs=1,华来顺食品专营店
新疆特产四团吊干杏500g 拒绝琉熏树上吊干杏干天然 一级5袋,169.10,1000,https://item.m.jd.com/product/69213978212.html?_fd=jdm&amp;price=169.10&amp;fs=1,谛卡洛食品专营店
小小的我新疆甜杏肉320g /盒 新疆英吉沙杏甜杏肉孕妇零食杏干果干果脯无核酸甜 320g*1盒,98.00,14,https://item.m.jd.com/product/10036491571323.html?_fd=jdm&amp;price=98.00&amp;fs=1,饭否特产专营店
黄金田园 土耳其杏干天然杏脯非新疆树上干杏无核特级杏肉非散装 200g/袋 土耳其杏干200g*2袋,32.90,2000,https://item.m.jd.com/product/70897420901.html?_fd=jdm&amp;price=32.90&amp;fs=1,黄金田园食品官方旗舰店
新疆小白杏干库车甜杏干树上干杏无添加 【新疆小白杏干】1斤装,51.00,200,https://item.m.jd.com/product/65009851328.html?_fd=jdm&amp;price=51.00&amp;fs=1,晓器猴食品专营店
新疆树上吊干杏干新鲜天然杏脯500g*2酸红杏肉干蜜饯零食 500g*2袋,67.80,4,https://item.m.jd.com/product/64222641872.html?_fd=jdm&amp;price=67.80&amp;fs=1,五分地食品专营店
古力拜 伊犁果丹皮（苹果/杏子/树莓/西梅）儿时怀旧零食新疆特产老式硬干果脯片独立小包装 杏子180g,25.00,100,https://item.m.jd.com/product/69593562976.html?_fd=jdm&amp;price=25.00&amp;fs=1,祥如食品专营店
新货新疆吊干杏四团树上吊死干杏干特级无添加农家天然阿克苏 大果吊干杏500克/包x2,133.00,200,https://item.m.jd.com/product/72182142052.html?_fd=jdm&amp;price=133.00&amp;fs=1,倪芳食品专营店
吊干杏干新疆特产杏干无添加2021年新货新疆杏干四团杏干 (21年新货发货)特级杏干2斤,85.50,1,https://item.m.jd.com/product/10035943716827.html?_fd=jdm&amp;price=85.50&amp;fs=1,柯林斯特食品专营店
【2021新货 顺丰】新疆杏干 树上干杏 阿克苏吊干杏干 小红杏干新疆特产零食 吊干杏干500g*2,89.00,44,https://item.m.jd.com/product/10026715883206.html?_fd=jdm&amp;price=89.00&amp;fs=1,爱果生鲜专营店
小小的我甜杏肉新疆特产西干梅肉果脯营养代餐办公室休闲食品40g/包 杏肉袋装【40g*4包】,39.80,1,https://item.m.jd.com/product/10038265732042.html?_fd=jdm&amp;price=39.80&amp;fs=1,雅泽特产专营店
正宗新疆和田大枣大红枣批发玉骏枣非加工1斤3斤5斤新货 和田大枣5斤【限购一份】,37.90,1000,https://item.m.jd.com/product/10032934214017.html?_fd=jdm&amp;price=37.90&amp;fs=1,敏润彩弘食品专营店
疆憨憨 新疆奶枣巴旦木杏仁夹心奶酪红枣坚果网红解馋小零食休闲食品 125g*4袋,42.90,58,https://item.m.jd.com/product/10035631767138.html?_fd=jdm&amp;price=42.90&amp;fs=1,中国特产·博州馆
问君 新疆特产杏干树上吊干杏果脯蜜饯果干休闲食品杏脯500g/袋 500g*2袋,49.90,200,https://item.m.jd.com/product/68819906706.html?_fd=jdm&amp;price=49.90&amp;fs=1,耕正食品专营店
新疆新红杏干 核 1g杏脯果脯罐装酸甜杏子蜜饯零食班房  食品 新货罐装红杏干500g,47.20,4,https://item.m.jd.com/product/10029694635490.html?_fd=jdm&amp;price=47.20&amp;fs=1,班房食品专营店
华味亨 杏脯200g\u005c/罐  酸甜无核杏干 新疆特产蜜饯果脯杏肉罐装零食品 200g*1罐,19.90,5000,https://item.m.jd.com/product/10033152100178.html?_fd=jdm&amp;price=19.90&amp;fs=1,华味亨旗舰店
薛记炒货枣有杏心160g奶枣杏仁夹心奶酪枣网红夹杏新疆大红枣巴旦木仁 枣有杏心160g/袋【含巴旦木】,19.90,500,https://item.m.jd.com/product/10025260806357.html?_fd=jdm&amp;price=19.90&amp;fs=1,薛记炒货旗舰店
5折 1000g新疆杏干吊干杏干 杏子 树上干杏 自然风干 吊干杏,125.00,1,https://item.m.jd.com/product/10028615351585.html?_fd=jdm&amp;price=125.00&amp;fs=1,沐泽食品专营店
新疆红杏干杏脯500g吊干杏杏肉树上酸杏子孕妇零食罐装果脯蜜饯 精品杏干罐装250g(尝鲜价),27.20,22,https://item.m.jd.com/product/10033838615801.html?_fd=jdm&amp;price=27.20&amp;fs=1,中京元休闲食品专营店
新疆特产树上干杏 蜜饯果干大杏干 伊犁吊死干零食果干 原味自然风干杏肉送礼佳品 杏干500g*2袋,69.00,40,https://item.m.jd.com/product/10023481765162.html?_fd=jdm&amp;price=69.00&amp;fs=1,恒滋冠食品专营店
新疆红杏干无核500g杏仁果脯罐装酸甜杏儿肉蜜饯零食小吃 新货罐装红杏干500g,39.00,7,https://item.m.jd.com/product/10036179393177.html?_fd=jdm&amp;price=39.00&amp;fs=1,格诗休闲食品专营店
